,M024x,M024y,M024z,M025x,M025y,M025z,M026x,M026y,M026z,M027x,M027y,M027z,M028x,M028y,M028z,M029x,M029y,M029z,M030x,M030y,M030z,Time
6.55,152.547,-34.6042,839.428,146.536,-120.043,746.903,127.166,109.898,355.497,87.6424,-179.921,25.5589,64.7634,-204.597,-0.154912,141.502,-53.2542,-22.8568,98.071,42.5932,-22.9138,5.125
6.55833,152.901,-31.6913,836.66,147.902,-116.747,743.593,127.506,115.421,351.366,87.8252,-179.318,25.7558,63.875,-204.473,0.627637,141.272,-53.578,-22.9623,98.2817,42.6407,-23.1798,5.13333
6.56667,153.806,-29.2998,835.117,148.274,-113.201,740.603,128.152,121.196,347.407,87.5795,-178.65,26.4561,63.6363,-204.232,2.19005,141.06,-53.8415,-22.9409,98.5443,42.5183,-23.3508,5.14167
6.575,154.785,-26.8488,834.374,149.793,-109.281,737.814,128.65,125.634,343.459,87.063,-178.916,27.046,62.7475,-204.319,2.95502,140.677,-54.7296,-22.9467,98.8866,41.9947,-23.4385,5.15
6.58333,155.876,-24.0285,834.55,151.098,-105.182,735.851,129.867,130.046,339.482,86.6063,-178.111,27.149,61.9074,-204.159,4.26322,140.267,-55.0024,-22.7433,99.1723,41.9963,-23.3962,5.15833
6.59167,156.747,-20.8718,835.573,151.546,-100.997,734.253,129.061,134.196,336.46,86.151,-177.945,28.326,61.3548,-203.708,5.76693,139.976,-55.2309,-22.8925,99.3597,42.0089,-23.6102,5.16667
6.6,157.314,-17.3256,837.343,152.646,-96.6393,733.64,127.884,137.968,334.457,85.9682,-177.539,29.4219,60.4157,-203.224,7.20376,139.511,-55.4232,-22.8558,99.4573,42.1089,-23.6107,5.175
6.60833,157.215,-13.5859,839.273,153.709,-92.2223,733.839,126.947,141.509,333.129,84.9542,-176.365,30.8303,59.9923,-202.658,9.14943,139.179,-55.5933,-22.9371,99.5836,42.1586,-23.738,5.18333
6.61667,157.028,-9.61244,842.277,154.535,-87.5202,735.204,126.199,144.555,332.429,84.6153,-175.548,32.3572,59.427,-202.124,10.9853,138.671,-55.706,-22.8455,99.6573,42.217,-23.7366,5.19167
6.625,157.158,-4.91816,846.824,155.563,-82.4236,738.046,125.863,147.021,332.435,84.255,-174.589,33.7604,59.0637,-201.477,12.939,138.419,-55.7247,-22.8038,99.7677,42.1447,-23.8125,5.2
6.63333,157.469,0.37998,853.145,156.19,-76.9825,742.515,125.8,148.823,333.097,84.3268,-173.784,35.2757,59.041,-200.913,14.7401,138.336,-55.6044,-22.6017,99.8255,42.1973,-23.915,5.20833
6.64167,158.059,6.18505,861.124,156.432,-71.1786,748.619,126.478,149.858,334.58,84.7032,-173.032,36.7138,59.1256,-200.234,16.6141,138.403,-55.4408,-22.4452,99.814,42.1557,-23.9304,5.21667
6.65,159.021,12.3978,870.69,156.797,-64.4519,756.82,127.264,149.955,336.561,85.349,-172.449,37.9557,59.4549,-199.713,18.0783,138.632,-55.2245,-22.3693,99.9186,42.2128,-23.8072,5.225
6.65833,160.302,19.2048,882.205,157.096,-57.6196,766.221,128.717,148.975,339.184,85.9077,-171.92,38.9451,59.9314,-199.303,19.4718,138.964,-55.1205,-22.5042,99.9536,42.1525,-23.8951,5.23333
6.66667,161.662,26.1698,895.237,158.416,-50.1861,776.26,130.78,146.983,342.536,86.4477,-171.45,39.8022,60.2409,-198.879,20.6511,139.398,-54.9777,-22.6585,99.9354,42.1759,-23.8356,5.24167
6.675,162.679,33.1282,908.968,159.115,-43.1001,787.609,133.525,144.029,346.556,87.2393,-171.125,40.6243,60.5394,-198.476,21.8937,139.85,-54.999,-22.9519,100.038,42.0873,-23.9313,5.25
6.68333,164.345,40.5911,923.977,160.161,-35.5133,800.159,136.425,140.048,351.596,87.7995,-170.997,41.5838,60.78,-197.986,23.2396,140.041,-55.0384,-23.0963,100.06,42.0368,-23.847,5.25833
6.69167,165.887,48.9563,940.801,161.784,-27.0137,813.396,139.899,135.239,357.551,87.5663,-171.039,43.3143,61.0496,-197.296,24.8815,140.422,-55.1462,-23.3181,100.1,41.905,-23.8975,5.26667
6.7,167.56,58.0019,959.378,163.75,-18.3829,827.914,144.075,129.52,364.419,89.6786,-170.503,44.6964,61.2533,-196.489,26.8553,140.833,-55.0712,-23.5867,100.125,41.8419,-23.8546,5.275
6.70833,169.737,67.7712,980.1,165.526,-8.86816,843.542,147.983,122.807,372.594,91.4733,-169.85,47.0263,62.7576,-195.163,29.9301,141.374,-54.8308,-23.8454,100.131,41.7386,-23.7932,5.28333
6.71667,172.655,78.1829,1002.61,168.511,2.17509,859.911,152.341,115.249,381.571,93.6027,-169.639,49.6544,63.5755,-194.14,33.142,142.131,-54.5585,-24.1066,100.122,41.6058,-23.6366,5.29167
6.725,174.659,87.9904,1026.69,171.457,14.2139,877.651,156.968,106.794,391.992,96.4276,-168.547,53.1278,64.9719,-192.439,38.2612,142.747,-54.4277,-24.4244,100.212,41.2629,-23.6328,5.3
6.73333,177.365,98.0707,1052.31,173.686,27.2601,896.369,160.856,97.9282,404.202,99.8704,-167.513,58.314,67.6172,-189.422,44.5803,143.432,-54.2202,-24.5973,100.292,40.9391,-23.4675,5.30833
6.74167,179.851,108.668,1079.35,175.812,41.5677,916.423,165.28,88.846,418.026,105.144,-166.218,64.8936,70.8238,-185.197,53.2665,144.078,-53.8757,-24.726,100.548,40.4212,-23.3964,5.31667
6.75,182.625,118.331,1106.12,177.818,57.0969,938.083,169.662,79.8701,434.579,110.325,-162.892,75.0178,75.3908,-179.144,64.2812,144.509,-53.5666,-24.8693,101.069,39.6541,-23.1876,5.325
6.75833,185.755,127.972,1132.29,179.837,73.6191,961.357,172.299,71.4669,454.952,119.259,-158.586,86.9231,81.7059,-170.799,78.4364,145.026,-53.5281,-25.0254,102.101,38.1894,-23.0937,5.33333
6.76667,188.942,138.333,1157.31,181.439,89.8016,985.565,172.631,64.2263,478.811,130.14,-150.064,100.651,90.2399,-160.907,95.735,145.766,-54.5853,-24.4634,103.445,35.6058,-23.3192,5.34167
6.775,190.624,148.139,1181.97,184.755,105.666,1009.95,170.068,58.7931,505.08,0,0,0,100.471,-150.277,115.075,147.857,-52.9975,-20.3437,106.869,38.7385,-26.0224,5.35
6.78333,192.909,158.047,1206.18,187.773,120.641,1034.63,166.552,57.1092,531.423,151.464,-102.257,138.153,110.435,-140.643,136.779,155.853,-44.2311,-5.88572,111.101,42.7022,-30.1649,5.35833
6.79167,195.321,167.684,1228.84,188.923,132.275,1058.03,166.404,63.8615,555.805,157.149,-88.3248,172.368,114.311,-134.938,158.851,165.63,-35.0417,22.8532,0,0,0,5.36667
6.8,197.289,176.148,1250.88,187.886,141.293,1082.14,166.04,74.9705,557.908,155.396,-90.4955,196.543,112.028,-134.063,181.95,177.377,-33.4643,56.1934,127.736,42.3619,10.5721,5.375
6.80833,199.815,184.348,1271.53,187.909,150.352,1104.96,167.591,93.1078,576.787,152.866,-91.8379,221.242,108.844,-132.885,208.133,170.815,-41.2683,57.897,138.984,35.62,32.2823,5.38333
6.81667,200.055,190.986,1291.61,186.147,155.532,1127.1,169.474,113.13,594.407,149.698,-91.1294,248.749,106.493,-132.687,237.122,157.16,-59.2396,112.046,142.187,23.7656,53.9741,5.39167
6.825,201.212,196.182,1310.48,183.426,158.897,1148.82,171.846,133.992,611.042,147.838,-90.4331,278.473,106.514,-133.334,268.341,175.211,-63.3015,135.235,134.202,20.1055,62.5192,5.4
6.83333,203.072,199.974,1327.61,182.312,161.191,1168.49,174.159,156.234,626.844,147.347,-88.5395,310.209,107.627,-132.759,302.344,173.034,-62.379,169.525,135.986,16.3988,108.53,5.40833
6.84167,205.108,201.817,1343.28,184.166,161.338,1186.79,175.845,179.156,642.952,148.42,-84.8719,343.875,108.751,-130.681,338.977,166.325,-61.2176,202.553,114.892,-0.0449419,142.711,5.41667
6.85,207.074,202.419,1357.22,188.813,160.642,1202.31,177.331,202.382,659.492,149.004,-79.8989,380.605,108.795,-127.001,377.005,161.344,-63.9431,236.34,111.041,-3.93939,176.671,5.425
6.85833,209.239,202.345,1369.8,191.569,159.891,1216.94,178.486,226.139,677.782,148.722,-73.6774,418.759,109.066,-121.517,417.012,162.155,-63.2416,276.141,115.651,-4.43309,212.93,5.43333
6.86667,211.7,202.861,1381.08,195.005,159.449,1230.52,179.685,249.803,697.63,148.439,-64.8652,457.97,108.163,-113.888,457.779,166.685,-58.8903,320.114,123.458,-1.12891,251.346,5.44167
6.875,213.146,203.456,1392.1,197.22,158.957,1241.83,180.973,272.656,719.003,148.838,-53.2456,496.7,109.71,-104.319,497.796,172.058,-52.9529,362.943,130.653,4.11582,290.593,5.45
6.88333,214.927,204.829,1401.72,199.112,158.231,1250.86,181.421,294.908,741.265,150.793,-41.2106,535.331,111.448,-93.1643,537.308,178.997,-42.2374,405.364,141.552,14.4452,330.435,5.45833
6.89167,216.288,206.952,1410.27,201.401,157.495,1258.48,182.055,316.592,764.184,153.012,-27.2542,574.446,114.314,-81.812,574.443,186.208,-27.6123,446.899,151.223,28.0614,369.293,5.46667
6.9,218.184,208.889,1418.27,203.471,156.517,1265.44,182.173,337.633,788.339,155.891,-11.2904,610.79,117.936,-68.041,609.104,196.015,-8.74788,486.527,159.561,44.6378,406.407,5.475
6.90833,219.772,212.912,1424.87,205.711,155.553,1271.8,181.296,358.193,812.822,159.471,5.33742,644.333,121.772,-54.3657,640.895,203.721,12.1497,523.489,168.46,64.8441,441.673,5.48333
6.91667,221.3,217.075,1430.51,208.18,154.593,1277.82,180.834,378,837.961,162.337,22.5542,673.454,126.056,-39.8368,667.765,210.298,34.0401,556.686,171.583,74.7882,448.396,5.49167
6.925,222.335,221.736,1434.93,210.83,154.285,1283.81,180.782,396.448,863.305,165.213,39.5737,697.992,129.446,-23.7304,690.656,216.624,58.0677,585.907,180.487,98.2041,479.81,5.5
6.93333,223.186,226.697,1438.35,213.21,154.235,1289.68,181.448,413.466,888.812,168.454,57.0506,717.591,132.994,-7.1066,708.033,222.271,81.79,610.285,189.217,124.747,508.481,5.50833
6.94167,223.843,231.772,1440.84,215.436,154.515,1296.33,182.494,429.036,914.282,171.722,74.9125,731.971,136.165,10.6309,719.761,226.816,107.295,630.444,196.907,152.84,532.659,5.51667
6.95,224.258,236.602,1442.33,217.879,156.265,1303.35,184.137,443.208,939.11,174.79,93.1721,741.184,139.455,29.1182,725.996,230.04,132.941,644.778,202.979,181.736,552.817,5.525
6.95833,224.654,241.512,1443.51,219.757,158.767,1311.4,186.125,455.598,962.516,177.094,112.179,744.986,143.236,48.5686,727.229,232.2,157.85,652.264,207.115,211.679,568.048,5.53333
6.96667,225.351,246.235,1444.47,221.845,162.6,1320.31,187.897,465.397,983.097,180.234,132.609,743.624,146.876,69.3932,723.636,233.726,183.821,652.287,209.282,242.638,578.53,5.54167
6.975,226.105,250.856,1445.62,221.709,167.327,1329.22,189.527,477.146,1013.95,182.802,154.441,736.983,150.827,91.3836,715.44,234.993,213.123,646.78,209.397,274.567,584.958,5.55
6.98333,226.752,255.401,1446.92,223.613,172.871,1338.38,191.912,483.603,1023.97,186.277,178.15,726.214,154.512,115.014,703.455,233.782,241.463,637.453,205.683,332.421,590.024,5.55833
6.99167,227.46,259.828,1448.55,223.688,178.556,1346.61,192.453,487.553,1032.13,189.58,203.361,713.102,159.531,139.948,688.955,231.341,272.591,625.917,199.312,367.639,588.406,5.56667
7,228.58,264.444,1450.85,223.08,184.59,1354.73,192.737,490.624,1036.98,192.734,228.925,697.345,163.699,165.91,671.77,229.621,305.719,612.417,192.421,399.509,584.475,5.575
7.00833,229.862,269.465,1453.88,223.556,190.846,1361.88,192.877,493.038,1038.62,195.754,256.465,679.646,167.767,192.904,652.902,227.455,339.825,597.817,184.176,431.553,578.2,5.58333
7.01667,231.24,274.824,1458.33,224.439,197.628,1368.02,193.485,494.433,1037.69,198.123,283.351,661.949,171.634,221.237,632.665,223.418,373.072,581.638,177.587,464.263,571.31,5.59167
7.025,233.198,281.172,1464.15,225.039,205.159,1372.95,194.507,495.265,1034.41,200.3,309.793,644.063,174.221,249.95,612.933,220.703,405.402,566.648,174.536,495.945,563.792,5.6
7.03333,235.448,288.118,1470.92,225.353,212.82,1376.78,195.549,495.771,1029.32,201.334,336.327,627.166,175.237,276.921,593.904,219.836,435.528,553.348,171.191,523.402,557.447,5.60833
7.04167,238.271,295.908,1478.41,225.88,220.904,1379.45,196.692,495.977,1022.68,202.66,360.465,611.604,175.638,302.979,576.81,220.758,462.471,542.008,172.411,548.599,549.998,5.61667
7.05,241.482,304.166,1485.89,226.359,229.253,1381.28,197.535,496.512,1014.34,203.256,382.646,596.901,175.499,325.952,562.097,223.405,485.618,532.346,173.6898889,557.3416667,543.9991111,5.625
7.05833,244.67,313.178,1492.66,227.204,238.174,1382.2,198.459,498.166,1004.7,204.52,401.176,584.308,175.891,346.036,549.234,226.701,505.134,522.83,174.9687778,566.0843333,538.0002222,5.63333
7.06667,247.702,322.197,1497.92,228.78,248.252,1382.36,199.262,501.38,994.216,206.255,416.022,573.727,176.835,363.182,538.089,229.543,520.853,512.666,176.2476667,574.827,532.0013333,5.64167
7.075,250.066,331.744,1501.36,230.078,257.461,1380.69,199.828,506.253,983.652,208.379,427.8,564.253,178.639,376.307,528.21,231.361,534.27,501.97,177.5265556,583.5696667,526.0024444,5.65
7.08333,252.055,341.559,1502.65,231.323,266.295,1378.33,200.172,512.371,973.583,209.653,436.912,555.127,179.964,385.189,518.466,231.634,544.04,490.674,178.8054444,592.3123333,520.0035556,5.65833
7.09167,253.909,351.559,1501.8,233.405,277.447,1373.38,200.44,519.709,964.213,208.865,439.94,546.726,180.545,388.248,510.475,237.616,557.027,489.713,180.0843333,601.055,514.0046667,5.66667
7.1,255.115,361.668,1499.04,234.626,287.971,1367.68,200.879,529.414,955.467,207.369,435.493,540.263,180.119,384.733,506.397,239.196,549.067,492.457,181.3632222,609.7976667,508.0057778,5.675
7.10833,255.91,371.487,1494.66,235.114,297.766,1360.75,201.101,543.016,948.602,206.218,428.417,542.886,178.736,381.123,506.439,237.848,536.504,489.091,182.6421111,618.5403333,502.0068889,5.68333
7.11667,256.003,381.108,1488.91,235.359,306.359,1352.96,199.592,557.946,944.744,202.205,422.515,547.255,176.878,379.642,507.533,232.27,532.771,495.227,183.921,627.283,496.008,5.69167
7.125,255.797,390.585,1482.52,236.081,314.18,1344.32,198.545,572.39,943.122,201.137,424.259,551.457,174.975,378.678,509.996,231.579,533.936,494.683,181.291,627.019,496.818,5.7
7.13333,255.074,399.757,1475.85,238.483,321.515,1335.24,197.793,584.249,942.373,199.573,426.502,554.8,173.76,380.072,511.28,232.593,535.162,494.884,182.687,626.413,496.734,5.70833
7.14167,253.2,407.582,1469.19,239.665,329.723,1328.13,198.015,594.21,941.119,199.393,428.675,555.654,172.969,383.405,511.135,231.582,535.783,495.388,182.021,630.858,494.812,5.71667
7.15,251.511,414.111,1462.22,242.22,337.718,1321.4,199.112,603.778,938.454,199.988,433.477,553.329,172.628,387.55,510.463,232.44,543.443,494.062,181.666,636.361,493.213,5.725
7.15833,251.009,419.152,1455.17,248.612,344.486,1315.34,200.665,613.258,934.731,200.237,439.774,551.562,172.396,391.87,510.962,234.429,549.958,490.71,183.312,642.188,491.708,5.73333
7.16667,251.43,422.451,1448.09,253.75,350.803,1310.38,201.961,623.347,931.008,199.534,445.936,551.028,171.848,395.803,512.617,234.912,553.373,491.658,184.552,646.807,490.916,5.74167
7.175,252.375,424.375,1441.56,256.628,357.384,1306.51,203.488,634.348,927.449,197.488,451.03,551.671,170.55,397.988,514.49,234.391,555.918,493.275,184.137,649.344,490.885,5.75
7.18333,253.649,425.657,1435.82,258.05,364.359,1303.8,205.956,644.787,923.993,196.523,451.797,552.709,169.671,399.109,515.278,233.755,555.773,493.581,183.309,649.384,491.553,5.75833
7.19167,254.908,426.624,1430.9,258.822,372.045,1302.92,208.286,652.552,920.182,196.713,450.809,553.618,169.556,399.328,515.963,233.161,555.326,494.3,183.193,649.309,491.299,5.76667
7.2,255.819,428.177,1427.29,259.448,381.062,1303.38,211.092,658.239,916.624,197.884,449.56,553.974,170.332,398.863,516.285,234.202,554.63,493.897,183.495,648.124,491.34,5.775
7.20833,256.154,430.418,1425.74,259.38,390.725,1304.23,213.748,663.112,913.004,199.592,448.243,553.715,171.493,397.738,516.594,235.527,553.31,492.449,184.471,646.713,490.856,5.78333
7.21667,257.188,434.51,1427.26,259.191,399.052,1304.67,216.073,667.563,909.312,200.835,447.005,553.213,172.491,396.382,516.771,236.526,551.557,492.216,184.696,644.721,490.76,5.79167
7.225,259.446,440.416,1430.92,259.309,405.875,1305.59,218.142,671.449,905.65,201.043,446.006,552.724,172.852,395.093,516.79,237.077,549.893,491.592,184.951,643.316,490.345,5.8
7.23333,262.221,448.32,1435.54,260.101,413.06,1306.43,220.04,674.381,902.298,200.363,445.947,551.589,172.782,394.3,516.628,237.324,548.63,491.247,185.21,642.342,490.457,5.80833
7.24167,263.234,457.025,1440.68,260.822,419.153,1307.41,221.882,675.981,899.597,199.153,446.457,550.672,172.039,394.2,516.604,236.867,548.18,491.733,185.087,642.552,490.488,5.81667
7.25,263.489,466,1445.76,261.45,424.925,1308.18,223.929,677.55,897.774,198.272,447.398,550.29,171.151,394.679,516.668,236.473,548.767,491.392,184.624,642.653,490.557,5.825
7.25833,265.588,475.694,1451.36,262.483,430.345,1309.19,225.291,678.659,896.867,197.843,447.948,551.066,170.543,395.141,517.203,235.942,549.44,491.572,184.833,643.681,490.31,5.83333
7.26667,267.15,484.149,1456.72,263.693,435.193,1311.37,226.317,679.94,896.392,198.438,447.979,552.438,170.528,395.716,517.668,236.018,550.051,491.769,184.987,644.114,490.393,5.84167
7.275,268.889,491.711,1461.42,264.604,439.563,1314.98,226.408,680.756,896.734,199.83,447.679,553.292,171.07,395.909,518.424,236.425,550.734,491.593,185.233,644.587,490.153,5.85
7.28333,270.819,498.529,1465.05,265.228,443.552,1319.6,226.266,681.336,898.134,200.833,447.644,553.955,171.771,395.928,519.146,236.961,550.772,491.713,185.25,644.292,490.487,5.85833
7.29167,272.422,503.987,1468.03,266.432,447.375,1323.75,226.375,682.05,899.804,201.346,447.526,554.73,172.484,395.614,520.228,237.333,550.631,491.591,185.346,644.161,490.367,5.86667
7.3,273.57,507.721,1470.7,268.299,450.963,1328.01,226.584,682.953,900.915,201.744,447.578,555.732,173.087,395.072,521.559,237.455,549.867,491.538,185.247,642.864,490.774,5.875
7.30833,275.295,510.745,1473.49,269.561,454.611,1331.97,226.72,683.461,901.868,202.054,447.346,557.309,173.833,394.432,523.186,237.509,548.905,491.509,185.386,641.827,490.991,5.88333
7.31667,277.352,513.217,1476.81,270.572,458.133,1336.09,227.098,683.507,903.046,202.87,447.172,558.778,174.71,394.096,524.757,237.558,547.896,491.517,185.063,640.643,491.5,5.89167
7.325,279.037,515.61,1480.25,271.595,461.726,1340.15,227.487,683.113,904.692,203.74,447.056,560.09,175.47,393.888,526.192,237.525,547.488,491.45,185.171,640.39,491.491,5.9
7.33333,280.676,518.517,1484.2,272.604,465.221,1344.12,228.044,682.528,906.306,204.355,446.938,561.11,176.101,394.057,527.01,237.7,547.302,491.432,185.095,640.038,491.725,5.90833
7.34167,281.892,521.266,1487.52,273.345,468.731,1348.17,228.646,681.844,907.641,205.108,447.041,561.526,176.465,394.171,527.485,237.819,547.691,491.376,185.358,640.492,491.528,5.91667
7.35,282.636,524.389,1490.41,274.115,472.629,1352.16,229.459,680.996,908.545,205.371,447.089,561.61,176.473,394.342,527.426,237.893,547.9,491.455,185.278,640.524,491.755,5.925
7.35833,284.029,527.766,1493.79,274.558,476.088,1355.82,230.097,679.705,909.324,204.876,447.068,561.391,176.255,394.272,527.34,237.841,548.258,491.412,185.503,640.843,491.583,5.93333
7.36667,285.022,531.022,1497.22,275.165,479.16,1359.8,230.616,677.912,910.01,204.244,447.005,560.847,175.755,393.988,527.068,237.635,548.027,491.448,185.438,640.702,491.632,5.94167
7.375,286.235,535.37,1500.52,275.748,482.437,1363.94,231.236,675.622,910.734,203.594,446.234,560.472,175.203,393.288,526.826,237.439,547.261,491.46,185.635,640.278,491.615,5.95
7.38333,287.018,539.713,1504.09,276.3,486.2,1367.38,232.026,673.381,911.165,203.298,445.273,560.096,174.709,392.676,526.405,237.364,546.2,491.613,185.421,639.301,492.101,5.95833
7.39167,287.563,544.278,1507.22,276.742,490.214,1369.94,232.75,671.216,911.354,203.392,444.157,560,174.55,391.834,526.189,237.291,545.453,491.587,185.581,638.641,491.928,5.96667
7.4,288.889,549.596,1510.36,276.714,494.354,1371.97,233.348,668.989,911.386,203.624,442.916,559.997,174.499,391.186,525.814,237.328,544.665,491.622,185.269,637.334,492.367,5.975
7.40833,289.45,554.444,1513.08,277.021,498.834,1374.04,233.862,667.276,911.396,203.846,441.996,559.902,174.561,390.448,525.81,237.333,544.124,491.487,185.349,636.815,492.32,5.98333
7.41667,289.668,559.096,1515.17,277.544,502.565,1376.27,234.363,665.864,911.751,204.048,441.445,559.885,174.601,390.047,525.694,237.463,543.578,491.545,185.145,635.792,492.6,5.99167
7.425,289.872,563.587,1517.03,277.286,506.015,1378.85,234.999,665.039,912.324,204.033,441.219,560.072,174.774,389.778,525.828,237.493,543.481,491.466,185.134,635.918,492.617,6
7.43333,291.001,568.137,1519.12,277.435,509.635,1380.51,235.551,664.8,912.733,203.994,441.347,560.227,174.811,389.669,526.015,237.486,543.358,491.46,184.788,635.718,492.762,6.00833
7.44167,292.178,572.53,1520.73,278.09,513.218,1381.82,236.312,664.951,912.9,203.961,441.415,560.524,174.63,389.617,526.31,237.46,543.406,491.551,184.701,635.658,492.834,6.01667
7.45,292.528,576.549,1521.17,278.37,517.177,1383.1,237.079,665.409,912.892,203.926,441.508,560.649,174.492,389.741,526.513,237.341,543.401,491.694,184.513,635.439,493.028,6.025
7.45833,292.902,580.17,1520.86,278.646,521.253,1384.12,237.939,665.975,912.832,203.913,441.385,560.971,174.147,389.668,526.879,237.103,543.594,491.638,184.503,635.63,492.936,6.03333
7.46667,293.489,583.538,1520.5,279.206,525.178,1384.8,238.892,666.688,912.59,203.903,441.022,561.407,173.913,389.627,527.186,236.872,543.305,491.766,184.304,635.244,493.148,6.04167
7.475,294.148,586.654,1520.03,279.662,529.057,1385.37,239.916,667.65,912.068,203.962,440.714,561.763,173.73,389.265,527.676,236.54,542.936,491.735,184.295,635.08,493.015,6.05
7.48333,294.888,589.694,1519.37,280.321,533.079,1385.71,240.804,668.764,911.365,203.889,440.49,561.993,173.622,389.018,528.024,236.379,542.402,491.84,183.709,634.231,493.427,6.05833
7.49167,295.655,593.055,1518.88,281.103,537.352,1385.79,241.626,669.954,910.571,203.788,440.201,562.251,173.509,388.623,528.417,236.093,541.943,491.849,183.474,633.918,493.385,6.06667
7.5,296.473,596.25,1518.29,281.671,541.611,1385.69,242.239,671.355,909.574,203.657,440.148,562.184,173.374,388.31,528.569,235.918,541.529,491.88,183.155,633.263,493.534,6.075
7.50833,297.269,599.833,1517.74,282.308,545.698,1385.26,243.053,672.891,908.398,203.428,439.994,561.935,173.089,388.13,528.568,235.801,541.241,491.968,182.891,632.797,493.64,6.08333
7.51667,297.97,603.378,1516.87,283.226,550.68,1384.39,243.864,674.805,906.667,203.214,440.033,561.329,172.8,388.118,528.14,235.832,541.196,492.014,182.905,632.75,493.59,6.09167
7.525,298.66,607.027,1515.59,283.941,555.512,1383.54,244.448,676.598,904.547,202.997,439.99,560.633,172.419,388.005,527.805,235.709,541.346,491.843,183.141,633.33,493.23,6.1
7.53333,299.379,611.091,1514.3,284.536,560.524,1382.53,245.056,678.478,902.483,202.883,439.932,560.064,172.221,388.053,527.26,235.877,541.409,491.955,182.905,633.071,493.174,6.10833
7.54167,300.032,615.343,1512.99,285.196,565.647,1381.2,245.407,680.306,900.264,202.672,440.031,559.354,172.014,387.902,526.927,235.877,541.553,491.835,183.025,633.473,492.764,6.11667
7.55,300.662,619.695,1511.73,285.79,570.762,1379.76,245.656,682.401,897.901,202.448,440.15,558.636,171.972,387.821,526.403,235.948,541.432,491.779,182.916,633.169,492.861,6.125
7.55833,301.176,624.114,1510.46,286.714,575.926,1378.31,245.67,684.245,895.695,202.296,440.046,558.177,172.021,387.613,525.896,235.871,541.394,491.633,183.08,633.173,492.553,6.13333
7.56667,301.726,628.529,1509.24,287.586,581.49,1377.15,245.356,686.316,893.524,202.347,439.969,557.52,172.165,387.318,525.452,235.887,541.205,491.545,182.873,633.013,492.581,6.14167
7.575,302.353,632.995,1508.25,288.456,586.735,1375.79,244.857,688.195,891.462,202.482,439.706,556.942,172.382,386.922,525.001,235.932,541.095,491.459,182.648,632.898,492.456,6.15
7.58333,303.172,637.549,1507.39,289.665,592.102,1374.6,244.502,690.26,889.3,202.788,439.635,556.126,172.703,386.801,524.184,236.236,540.981,491.56,182.496,632.581,492.555,6.15833
7.59167,304.219,642.409,1506.63,290.932,597.488,1373.66,244.144,692.202,887.101,203.203,439.369,555.14,172.96,386.532,523.232,236.521,541.161,491.428,182.725,632.857,492.23,6.16667
7.6,305.165,647.157,1506.07,292.104,602.797,1372.67,244.122,693.938,884.812,203.004,439.153,554.099,172.974,386.286,521.84,236.976,541.197,491.462,182.85,632.726,492.319,6.175
7.60833,306.315,651.92,1505.71,293.707,608.544,1371.98,244.329,695.345,882.428,202.657,438.831,552.685,172.749,385.863,520.69,236.944,541.107,491.354,182.695,632.836,492.004,6.18333
7.61667,307.527,656.814,1505.54,295.162,614.677,1371.34,244.399,696.215,879.92,202.25,438.358,551.509,172.345,385.541,519.542,236.848,540.72,491.412,182.722,632.337,492.157,6.19167
7.625,308.664,661.918,1505.77,296.287,620.603,1370.93,244.705,696.708,877.693,201.802,437.833,550.768,172.033,385.15,518.848,236.626,540.43,491.271,182.844,632.393,491.877,6.2
7.63333,309.953,667.545,1506.44,297.465,626.905,1370.99,245.133,697.308,875.834,201.662,437.612,550.26,171.78,384.881,518.471,236.561,540.029,491.365,182.899,632.276,491.844,6.20833
7.64167,311.175,673.667,1507.67,298.652,633.131,1371.03,245.491,697.864,874.507,201.648,437.334,550.154,171.568,384.796,518.154,236.623,539.785,491.386,182.93,632.074,491.823,6.21667
,,,,,,,,,,,,,,,,,,,,,,
